ts,Exit Time,Symbol,Side,Closed PnL,exec_fee,avgEntryPrice,avgExitPrice,qty,orderId,orderLinkId
1771121305374,2026-02-15 02:08:25,XRPUSDT,Sell,-0.0892359,,1.5288,1.5272,32.5,877fba39-b652-40d6-b0c3-6cf52536d05f,
1771121305679,2026-02-15 02:08:25,ADAUSDT,Sell,-0.15555624,,0.2966,0.296,168,ff9221ea-1ea5-48eb-80ba-1b5f945a067c,
1771123135541,2026-02-15 02:38:55,ETHUSDT,Buy,-0.00402871,,2056.23,2054.89,0.02,4086f75a-1ff9-4b76-8606-d12f5c5f9cf6,
1771123176873,2026-02-15 02:39:36,BNBUSDT,Buy,-0.0345023,,630,629.8,0.07,a803b644-7e23-44c8-b263-8fd6139c179b,
1771125321344,2026-02-15 03:15:21,XRPUSDT,Sell,-0.06474881,,1.5275,1.5272,32.7,3885cef7-795f-48c5-a7d6-895588fc16ce,
1771126192710,2026-02-15 03:29:52,ADAUSDT,Sell,0.01266654,,0.2953,0.2957,169,8a9021e9-91ee-44ab-8583-d51359ae2e3e,
1771127136539,2026-02-15 03:45:36,ETHUSDT,Buy,0.18987338,,2056.53,2045.5,0.02,fd8e75e4-ffbc-42da-8f0c-13566b71d373,
1771129052756,2026-02-15 04:17:32,ADAUSDT,Sell,-0.13766131,,0.2996,0.2991,166,e6bcc39f-8267-4e20-bbbb-8f3a3cfa8482,
1771130144412,2026-02-15 04:35:44,XRPUSDT,Sell,0.15690017,,1.5388,1.5448,32.4,a0be31ee-8da1-406b-afda-9fc7bc3e6ca9,
1771131132484,2026-02-15 04:52:12,XRPUSDT,Sell,0.08877698,,1.5488,1.5527208,32.2,798e8406-8f7b-4774-9e54-32355b84eabf,
1771135189499,2026-02-15 05:59:49,ETHUSDT,Sell,0.20953251,,2075.67,2087.71,0.02,d30e55d3-0c5a-4f11-98dd-75f6c4f57d2f,
1771135818872,2026-02-15 06:10:18,ADAUSDT,Sell,-0.13823343,,0.2982,0.2977,167,748f9f33-4e2f-4ebe-a63e-79aeeab6ca26,
1771136008671,2026-02-15 06:13:28,SOLUSDT,Sell,-0.06853575,,89.48,89.41,0.5,33edbd6f-8d87-4a93-bf2e-743dfcbaf76d,
1771139898630,2026-02-15 07:18:18,BTCUSDT,Buy,-1.20966523,,69493,70625.6,0.001,cbcca32f-1d6c-4aea-a12b-c055704f41de,
1771140426718,2026-02-15 07:27:06,SOLUSDT,Sell,0.0163425,,89.68,89.78,0.5,7790c2fc-92c6-4921-97c0-ec3342a02cf0,
1771141445849,2026-02-15 07:44:05,DOGEUSDT,Sell,0.28699299,,0.11524,0.11603,433,b473caef-1adb-4445-82ed-44c134809854,
1771141967482,2026-02-15 07:52:47,XRPUSDT,Sell,0.28165612,,1.6172,1.6281,30.9,4b69e8dc-fec2-4a57-ae68-258dd3f242cc,
1771142529875,2026-02-15 08:02:09,ADAUSDT,Sell,0.26230909,,0.2985,0.3004,167,f87fc8fb-6ae0-4ca9-a5f1-b1892a43ce4f,
1771143160191,2026-02-15 08:12:40,AVAXUSDT,Sell,-0.02885313,,9.662,9.664,5.1,1be0e854-c575-40a8-9ad0-3e65b1fe8aca,
1771144465228,2026-02-15 08:34:25,XRPUSDT,Sell,-0.79192781,,1.6487,1.6237,30.2,3d4cf894-5bd8-4377-9a50-1f49300fbb27,
1771146671839,2026-02-15 09:11:11,SOLUSDT,Sell,0.26126025,,89.54,90.13,0.5,8efdc027-664d-4ba7-ba0f-e0f3160a94ba,
1771150913788,2026-02-15 10:21:53,BNBUSDT,Buy,0.0999929,,630.1,628.2,0.07,303d9f66-cbf1-4111-8ab1-2410ccfeb993,
1771152758440,2026-02-15 10:52:38,XRPUSDT,Sell,-0.07507317,,1.5887,1.5875,31.4,46f75faa-5c60-4bdf-ae34-8f14adda11c7,
1771154432408,2026-02-15 11:20:32,XRPUSDT,Sell,-0.06879662,,1.5887,1.5877,31.4,42876fb6-45b5-4ce6-8d0f-bd67381e4486,
1771160142620,2026-02-15 12:55:42,BTCUSDT,Sell,-1.12700747,,70531.4,69456.7,0.001,246dfd39-19ab-403f-b19a-00e0a511fbc2,
1771160417638,2026-02-15 13:00:17,BNBUSDT,Buy,0.42927885,,628.1,621.5,0.07,f95ff743-34d9-45f1-a6ee-eec00ba96ad5,
1771162684452,2026-02-15 13:38:04,ETHUSDT,Buy,0.21000376,,2021.89,2009.88,0.02,1edfbe89-1067-4f50-b63b-44d25ad911ae,
1771163280853,2026-02-15 13:48:00,BNBUSDT,Buy,0.0188368,,619.9,619.2,0.08,1cc463cf-6159-4441-9266-11609c0d828d,
1771163824938,2026-02-15 13:57:04,ADAUSDT,Buy,-0.10807355,,0.2822,0.2825,177,6d81a6a4-3b4e-49e0-ab33-7f60ad125919,
1771166318697,2026-02-15 14:38:38,BNBUSDT,Buy,-0.0692236,,620.1,620.5,0.08,f15164b1-92b1-40fb-bdbf-415969c2348d,
1771171583571,2026-02-15 16:06:23,ETHUSDT,Buy,-0.111297,,2000.32,2004.31,0.02,a0031bd0-3c7f-484e-8f24-3a0a8cb25009,
1771172253347,2026-02-15 16:17:33,BTCUSDT,Buy,0.09310048,,69123.3,68979.9,0.001,32cd1c38-5151-4131-8880-f1133ee63fa6,
1771172948811,2026-02-15 16:29:08,SOLUSDT,Buy,-0.0904318,,87.28,87.41,0.4,8bc84e86-6c8c-43c7-8dc6-a4786d3f13bb,
1771173961657,2026-02-15 16:46:01,ADAUSDT,Buy,-0.1603888,,0.2827,0.2833,176,fc642288-f660-40d9-8d24-0a4ffeea2e8d,
1771177563655,2026-02-15 17:46:03,ETHUSDT,Buy,0.63345721,,2007.17,1974.01,0.02,ed727339-398c-44f3-865c-3a9af24b9fbf,
1771177883676,2026-02-15 17:51:23,BNBUSDT,Buy,0.5951356,,620.2,612.3,0.08,acad880a-f352-44a1-9f39-c87df25519d9,
1771177889492,2026-02-15 17:51:29,BTCUSDT,Buy,0.5875443,,69076.2,68437.2,0.001,5c1811b5-d836-44ac-9939-2d7cdf0ed954,
1771179559721,2026-02-15 18:19:19,ADAUSDT,Buy,-0.10864586,,0.2802,0.2806,178,a53a556d-9ba8-40bd-90b6-fa7783668a11,
1771179562478,2026-02-15 18:19:22,LINKUSDT,Buy,0.04365111,,8.747,8.73278948,5.7,1250482d-3ba7-4f3c-9773-7aa1a57fddbb,
1771180705187,2026-02-15 18:38:25,XRPUSDT,Buy,0.1041805,,1.4812,1.477,33.7,3f2f5486-ac3c-4712-88ac-260fe7ea5af2,
1771180864366,2026-02-15 18:41:04,BTCUSDT,Buy,-0.11567399,,68584.9,68649.1,0.001,f12530c4-d1ae-4146-afed-382b52737011,
1771182447585,2026-02-15 19:07:27,ETHUSDT,Buy,0.28664654,,1960.67,1944.19,0.02,0ca29905-cd04-4dc6-adf3-fefddfe7fc87,
1771182685476,2026-02-15 19:11:25,BTCUSDT,Buy,0.16445353,,68486.8,68271.1,0.001,0f8fb6d8-e163-4370-8c38-60286c8ad7b6,
1771184470325,2026-02-15 19:41:10,LINKUSDT,Buy,0.13028328,,8.657,8.62766667,5.7,1daed5aa-83d9-46ff-ab36-9157c2e35569,
1771184817122,2026-02-15 19:46:57,AVAXUSDT,Buy,-0.05337576,,9.177,9.18,5.4,dbd9ef16-9162-442f-83b7-ecdf7afecfa5,
1771184838854,2026-02-15 19:47:18,SOLUSDT,Buy,0.17790675,,85.89,85.47,0.5,d2b17a9c-e21e-4f90-8a60-4f9e0aa96f2c,
1771184838854,2026-02-15 19:47:18,DOGEUSDT,Buy,0.52977206,,0.10425,0.10303,479,284c1145-9a86-4447-a6ca-595a6ba84656,
1771185986909,2026-02-15 20:06:26,DOGEUSDT,Buy,-0.1523682,,0.10251,0.10271,487,df6b66e3-4019-4e7e-ba2e-d3bab578d9fd,
1771187266491,2026-02-15 20:27:46,ETHUSDT,Buy,-0.09678533,,1943.21,1946.59,0.02,a715678b-541d-41d9-99ca-2ffb84431d29,
1771194855462,2026-02-15 22:34:15,TRXUSDT,Buy,0.05221671,,0.28137,0.28072,177,75c5720d-f5f3-44f7-810e-848697fb1132,
1771197021890,2026-02-15 23:10:21,SOLUSDT,Buy,0.0429525,,85.57,85.42,0.5,be032d15-2a22-441d-9e8e-2398667fab88,
1771197052499,2026-02-15 23:10:52,ETHUSDT,Buy,0.21647999,,1963.68,1951.39,0.02,a24f9e13-baca-4b09-9f9d-d3100feaec62,
1771197442106,2026-02-15 23:17:22,DOGEUSDT,Buy,-0.08921064,,0.10184,0.10191,490,b293fad6-f58d-457f-91d8-89bf95da5a2b,
1771197905469,2026-02-15 23:25:05,LINKUSDT,Buy,-0.08850789,,8.697,8.706,5.7,024f334d-7b82-499e-a790-328000423960,
1771200192559,2026-02-16 00:03:12,ETHUSDT,Buy,-0.10722612,,1963.59,1967.44,0.02,14dc14d1-c7ce-46ac-a2e4-ca77a7311f86,
1771200422091,2026-02-16 00:07:02,DOGEUSDT,Buy,-0.15816148,,0.10247,0.10267,487,93d53bcd-c54f-49a2-b69d-373f486e6c08,
1771201944798,2026-02-16 00:32:24,SOLUSDT,Buy,-0.05630109,,85.94,85.98,0.5,5cdf356f-00d8-48a8-90bd-b40e0bc85c2b,
1771204334111,2026-02-16 01:12:14,AVAXUSDT,Sell,-0.14825796,,9.313,9.292,5.3,d7beab05-b704-4102-a15c-0231e206c706,
1771205403187,2026-02-16 01:30:03,XRPUSDT,Buy,-0.03796513,,1.4729,1.4724,33.9,27e80584-df1b-4bd2-939c-b0141f180868,
1771206396482,2026-02-16 01:46:36,LINKUSDT,Buy,0.09943906,,8.757,8.733,5.7,a01682a3-cecc-4aeb-8d45-2f45c01843c8,
1771206474827,2026-02-16 01:47:54,SOLUSDT,Buy,0.17779075,,86.06,85.61,0.5,b0bf53e9-6646-4783-8331-335123689a42,
1771206542466,2026-02-16 01:49:02,ETHUSDT,Buy,0.01454905,,1965.01,1962.81,0.02,6ff513e4-3993-4166-92ad-9c57ff72ae9c,
1771209315340,2026-02-16 02:35:15,LINKUSDT,Buy,-0.03739343,,8.747,8.747,5.7,3a391814-25c5-4c7c-869c-6e78da6dc640,
1771213465531,2026-02-16 03:44:25,BTCUSDT,Buy,-0.03133481,,68345,68330.2,0.001,20b0d46f-cc02-4126-b0f5-e5179f0f92de,
1771213739758,2026-02-16 03:48:59,BNBUSDT,Buy,0.0555024,,614.4,612.8,0.06,b37830b8-e1c9-4124-8f9f-212a0e567c2f,
1771213911767,2026-02-16 03:51:51,SOLUSDT,Buy,0.123049,,85.43,85.12,0.5,b35e637a-b1bb-409c-a765-3a1351aeb585,
1771221309906,2026-02-16 05:55:09,BNBUSDT,Buy,0.1092523,,613.8,611.975,0.08,051a3849-8cce-4f5c-a06a-315490e1ea7a,
1771221314499,2026-02-16 05:55:14,ETHUSDT,Buy,-0.07716194,,1955.71,1958.1,0.02,4832a8b8-3faa-44ec-a5bd-a94f9936974c,
1771223317782,2026-02-16 06:28:37,SOLUSDT,Buy,-0.03678775,,84.76,84.77,0.5,0c49512c-a5db-406d-b9aa-496d62bde850,
1771223447559,2026-02-16 06:30:47,BTCUSDT,Buy,0.00168407,,68460.1,68407.1,0.001,7485b99a-1d42-40cd-8a8e-5310d90a3956,
1771226804869,2026-02-16 07:26:44,DOGEUSDT,Buy,-0.13326718,,0.10222,0.10238,489,f0016f18-302d-42ef-bb1b-147bc530acd0,
1771228171848,2026-02-16 07:49:31,BNBUSDT,Buy,-0.0299308,,613,612.7,0.08,bff3bff2-b25f-45c6-8c9c-07bedf8a84c7,
1771235715472,2026-02-16 09:55:15,XRPUSDT,Sell,0.10536132,,1.4988,1.5031,33.2,a52e340b-aa4c-4f22-9802-62c09659ab4f,
1771236128341,2026-02-16 10:02:08,LINKUSDT,Sell,-0.0652092,,8.863,8.858,5.6,3e8ccd8a-1938-4aa4-a119-178b18023b26,
1771241153742,2026-02-16 11:25:53,ETHUSDT,Buy,0.04415003,,1966.03,1962.35,0.02,e904664f-cd15-4564-84bc-a11eac625eba,
1771241224451,2026-02-16 11:27:04,BTCUSDT,Buy,-0.11796329,,68454.1,68523.1,0.001,9be0fae2-d92e-4e56-83c2-2e8a9d3ceab9,
1771242848260,2026-02-16 11:54:08,LINKUSDT,Buy,-0.14013537,,8.767,8.785,5.7,79ab1eae-189e-4fe4-841b-8b84adbc2fc6,
1771245018317,2026-02-16 12:30:18,XRPUSDT,Sell,0.13669809,,1.4888,1.494,33.5,d61475a6-d8d7-40f0-a19f-0a22152470e5,
1771245075866,2026-02-16 12:31:15,BNBUSDT,Sell,0.1210305,,619.4,622.1,0.06,e91da4b8-689d-43aa-b5c1-5eda7066acad,
1771246167504,2026-02-16 12:49:27,ETHUSDT,Buy,-0.66609376,,1969.59,2001.4,0.02,574eef4b-1b21-4570-a94e-2917af367fd7,
1771246939891,2026-02-16 13:02:19,SOLUSDT,Buy,-0.6723395,,85.3,86.58,0.5,dab1fd0c-bac8-4a1f-80a0-f00150c6ecbd,
1771247066353,2026-02-16 13:04:26,BTCUSDT,Sell,0.43102093,,69351,69834.3,0.001,a57dd942-2702-4932-a07f-b3a9d21f8fb9,
1771248043815,2026-02-16 13:20:43,ADAUSDT,Sell,-0.15927438,,0.287,0.2864,174,d2675583-7a72-423f-8b2e-83c7ed47818c,
1771250256483,2026-02-16 13:57:36,LINKUSDT,Buy,0.08794728,,8.777,8.755,5.7,5765695c-0f13-4949-8f03-3330d4e3bdf1,
1771255137908,2026-02-16 15:18:57,SOLUSDT,Buy,-0.05110925,,83.83,83.84,0.5,2497785d-0a4e-4f78-990f-4f7037332bee,
1771255954927,2026-02-16 15:32:34,ADAUSDT,Buy,0.29946452,,0.2811,0.2791,177,3823717d-0724-40d9-a7eb-0168d53d588b,
1771256277110,2026-02-16 15:37:57,DOGEUSDT,Buy,0.41345501,,0.10026,0.09932,498,8b316542-b0b8-4731-a09e-7f5996123319,
1771257894817,2026-02-16 16:04:54,SOLUSDT,Buy,-0.0669714,,83.28,83.3,0.6,891464b7-0adc-41f1-8064-6e674338171e,
1771257900636,2026-02-16 16:05:00,BNBUSDT,Buy,-0.11391181,,607.8,608.7,0.08,01e4384c-8eea-4891-90bd-7c61cca2e47f,
1771257903391,2026-02-16 16:05:03,BTCUSDT,Buy,-0.16653789,,67565.6,67681.4,0.001,58f4a552-5c8c-4c73-b59e-713eddb08781,
